3,ANML-90Z-2,ANIMAL - RABIES CERTIFICATE VIOLATION,2024-11-15,1445,11500 WILD ACRE WAY,FAIRFAX STATION,VA,22039
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2024-11-15,1507,700 RIDGE DR,MCLEAN,VA,22101
1,SUSP-1,SUSPICIOUS - EVENT,2024-11-15,1335,6400 RACETEC PL,SPRINGFIELD,VA,22150
1,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2024-11-15,1447,2700 CODY RD,VIENNA,VA,22181
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1458,4700 STONECROFT BLVD,CHANTILLY,VA,20151
2,SERV-45,SRO RELATED EVENT,2024-11-15,1458,4700 STONECROFT BLVD,CHANTILLY,VA,20151
1,PARK-90Z-1,PARKING - INOPERATIVE/ABANDONED VEHICLE,2024-11-15,1531, LEESBURG PIKE / NEVIUS ST,FALLS CHURCH,VA,22041
1,WARR-90Z-4,WARRANT - WARRANT SERVICE,2024-11-15,1448,7900 WESTPARK DR,MCLEAN,VA,22102
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1527,3900 FAIR RIDGE DR,FAIRFAX,VA,22033
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-11-15,1507,7600 RICHMOND HWY,ALEXANDRIA,VA,22306
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1507,7600 RICHMOND HWY,ALEXANDRIA,VA,22306
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1500,6400 EDSALL RD,ALEXANDRIA,VA,22312
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1546,7700 RICHMOND HWY,ALEXANDRIA,VA,22306
2,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1546,7700 RICHMOND HWY,ALEXANDRIA,VA,22306
3,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-11-15,1546,7700 RICHMOND HWY,ALEXANDRIA,VA,22306
1,SERV-2,SERVICE - CIVIL DISPUTE,2024-11-15,1546,9400 LORTON MARKET ST,LORTON,VA,22079
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1522,3300 LONGBRANCH DR,FALLS CHURCH,VA,22041
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1532,7700 RICHMOND HWY,ALEXANDRIA,VA,22306
1,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2024-11-15,1403,6100 ROLLING RD,SPRINGFIELD,VA,22152
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1502,13300 FOXHOLE DR,FAIRFAX,VA,22033
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1350,1100 DRANESVILLE RD,HERNDON,VA,20170
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1513,4300 BACKLICK RD,ANNANDALE,VA,22003
1,SUSP-1,SUSPICIOUS - EVENT,2024-11-15,1421,4200 HUNT CLUB CIR,FAIRFAX,VA,22033
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1554,2900 GALLOWS RD,FALLS CHURCH,VA,22042
1,SERV-6,SERVICE - ANIMAL DESTROYED BY SERVICE WEAPON,2024-11-15,1524,11500 TRALEE DR,GREAT FALLS,VA,22066
1,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-11-15,1605,4600 DEMING AVE,ALEXANDRIA,VA,22312
2,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2024-11-15,1605,4600 DEMING AVE,ALEXANDRIA,VA,22312
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1622,7700 RICHMOND HWY,ALEXANDRIA,VA,22306
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-11-15,1622,7700 RICHMOND HWY,ALEXANDRIA,VA,22306
3,WARR-90Z-4,WARRANT - WARRANT SERVICE,2024-11-15,1622,7700 RICHMOND HWY,ALEXANDRIA,VA,22306
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1626,12100 SUNSET HILLS RD,RESTON,VA,20190
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1642,5800 CROSSROADS CTR,FALLS CHURCH,VA,22041
1,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2024-11-15,1645,1700 WAINWRIGHT DR,RESTON,VA,20190
2,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-11-15,1645,1700 WAINWRIGHT DR,RESTON,VA,20190
1,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2024-11-15,1655,6500 FRONTIER DR,SPRINGFIELD,VA,22150
1,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2024-11-15,1520,1900 CHAIN BRIDGE RD,MCLEAN,VA,22102
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1558,3300 GALLOWS RD,FALLS CHURCH,VA,22042
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1618,9600 HAGEL CIR,LORTON,VA,22079
1,SERV-1,SERVICE - POLICE SERVICE,2024-11-15,1655,7000 BENJAMIN ST,MCLEAN,VA,22101
1,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-11-15,1625,3400 ROSE LN,ANNANDALE,VA,22003
2,ANML-90Z-2,ANIMAL - RABIES CERTIFICATE VIOLATION,2024-11-15,1625,3400 ROSE LN,ANNANDALE,VA,22003
3,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2024-11-15,1625,3400 ROSE LN,ANNANDALE,VA,22003
4,ANML-90Z-7,ANIMAL - OTHER ANIMAL CODE VIOLATION,2024-11-15,1625,3400 ROSE LN,ANNANDALE,VA,22003
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1659,6100 ARLINGTON BLVD,FALLS CHURCH,VA,22044
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-11-15,1658,7200 TAVENNER LN,ALEXANDRIA,VA,22306
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1700,8900 OX RD,LORTON,VA,22079
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2024-11-15,1739,1900 CHAIN BRIDGE RD,MCLEAN,VA,22102
1,LARC-23-3,LARCENY - SHOPLIFTING,2024-11-15,1734,14100 SAINT GERMAIN DR,CENTREVILLE,VA,20121
1,SUSP-1,SUSPICIOUS - EVENT,2024-11-15,1524,2500 PARKERS LN,ALEXANDRIA,VA,22306
